country,iso3,year,region,gdppc,pm25_concentration,population,co2_emissions_pc,healthcare_expenditure,life_expectancy,urbanisation_rate
Bangladesh,BGD,2013,Asia,973.828617573534,48.24,156532135,0.41373482,2.29574466,72.59,32.762
Barbados,BRB,2013,North America,16952.1344337493,0.58,277670,5.5196924,7.39825487,76.24,31.429
Belarus,BLR,2013,Europe,7998.0802045456,13.52,9464454,6.77541,5.7,72.59,76.199
Belgium,BEL,2013,Europe,46757.9518559598,12.52,11160277,9.207796,10.57661152,80.32,97.789
Belize,BLZ,2013,North America,5865.47090174488,5.21,341633,1.286995,4.43660116,74.31,45.282
Benin,BEN,2013,Africa,1214.29556540248,13.28,10708831,0.42637473,2.86880755,62.12,44.642
Bhutan,BTN,2013,Asia,2624.76519363139,21.83,725283,1.8253992,3.70787191,72.72,37.149
Bolivia,BOL,2013,South America,2853.79716191598,10.52,10682612,1.6633582,5.57465124,71.34,67.699
Bosnia and Herzegovina,BIH,2013,Europe,5025.24175294061,11.02,3610858,6.0376363,9.45,77.21,46.519
Botswana,BWA,2013,Africa,6436.60331866558,14.64,2140687,2.6454382,6.49913645,60.61,65.572
Brazil,BRA,2013,South America,12258.5657091866,8.07,198478291,2.6825,7.9766016,74.42,85.209
Brunei Darussalam,BRN,2013,Asia,43950.0454619989,8.06,411206,18.545584,1.898314,76.82,75.997
Bulgaria,BGR,2013,Europe,7687.71368243317,11.78,7264606,5.881424,7.14,74.8,73.313
Burkina Faso,BFA,2013,Africa,762.303780103138,4.68,17695412,0.15873493,5.56331587,59.96,26.346
Burundi,BDI,2013,Africa,241.547665709857,20.43,10439345,0.042117584,8.62834644,61.8,11.482
Cambodia,KHM,2013,Asia,1015.22088134268,19.1,15170212,0.3708411,7.10386753,68.09,21.415
Cameroon,CMR,2013,Africa,1559.13904965903,12.9,21402379,0.3667591,3.63111043,58.16,53.373
Canada,CAN,2013,North America,52638.1187235237,6.45,35293420,16.117844,10.41174984,81.56,81.178
Cape Verde,CPV,2013,Africa,3757.65995326233,1.09,512232,0.96565616,5.28994226,74.7,63.317
Central African Republic,CAF,2013,Africa,352.22685487121,16.25,4642424,0.025255771,4.76660204,49.31,39.663
Chad,TCD,2013,Africa,980.083544373007,5.14,13691081,0.15181394,4.06645298,57.01,22.248
Chile,CHL,2013,South America,15842.159166151,12.84,17687006,4.6212916,7.47552633,79.83,87.246
China,CHN,2013,Asia,7020.3860742288,45.16,1379008046,7.219921,4.71490669,75.84,53.013
Colombia,COL,2013,South America,8263.64192942212,8.23,46151584,1.9090279,7.01724052,77.23,79.061
Comoros,COM,2013,Africa,1595.98981808122,1.91,696202,0.26314202,5.10299349,66.73,28.223
Costa Rica,CRI,2013,North America,10633.2665504623,3.6,4716153,1.6181657,7.68229342,80.6,74.97
Cote d'Ivoire,CIV,2013,Africa,1903.05422876301,9.73,23939775,0.4043384,3.71773791,59.31,48.593
Croatia,HRV,2013,Europe,14002.2381023542,11.92,4242404,4.3385963,6.43,77.85,55.706
Cuba,CUB,2013,North America,6814.24384354868,4.31,11298163,2.4692283,10.43099499,78.31,76.827
Cyprus,CYP,2013,Asia,27797.453125,8.67,1183899,5.561163,6.93,81.85,67.137
Czech Republic,CZE,2013,Europe,20133.1691431353,17.15,10511164,10.153251,7.52132368,78.11,73.29
Dem. Rep. Congo,COD,2013,Africa,444.864357559096,24.27,75789395,0.051736645,3.34057522,58.9,41.627
Denmark,DNK,2013,Europe,61191.1937042028,7.21,5615334,7.4359493,10.33,80.16,87.292
Djibouti,DJI,2013,Africa,2102.19794830208,7.08,984832,0.39040363,2.92013574,63.14,77.222
Dominican Republic,DOM,2013,North America,6171.29512670907,2.89,10193837,2.0862567,4.91598225,73.28,76.749
Ecuador,ECU,2013,South America,6141.98318144215,9.49,15807130,2.5086765,6.88127422,76.4,63.125
Egypt,EGY,2013,Africa,3088.8908340843,7.79,95333551,2.217675,4.6710043,70.47,42.893
El Salvador,SLV,2013,North America,3555.16209958481,11.24,6138845,0.99277174,9.05235958,74.79,68.036
Equatorial Guinea,GNQ,2013,Africa,17644.5943045414,11.53,1346220,6.088294,1.64174569,60.97,69.544
Estonia,EST,2013,Europe,19056.0019226989,7.18,1317921,14.8975725,6.28062296,77.03,68.122
Ethiopia,ETH,2013,Africa,490.792478420391,12.68,98438750,0.099950224,4.07506514,65.91,18.575
Fiji,FJI,2013,Oceania,4586.95521117587,0.19,916358,1.1315577,3.20040679,67.63,53.706
Finland,FIN,2013,Europe,49892.2233632732,5.28,5439058,9.508816,9.81,80.68,85.125
France,FRA,2013,Europe,42602.7179652667,11.27,64387736,5.5709805,11.39603043,81.82,79.135
Gabon,GAB,2013,Africa,9250.08111462036,16.89,1913061,3.0980773,2.84087205,63.25,87.156
Gambia,GMB,2013,Africa,647.385534561172,3.61,2103826,0.20202431,3.91374874,63.42,57.82
Georgia,GEO,2013,Asia,4712.00229382665,12.75,3809128,2.1035118,7.88,72.6,56.685
Germany,DEU,2013,Europe,46298.9229177341,12.05,81041580,10.263162,10.99905777,80.29,77.18
Ghana,GHA,2013,Africa,2282.40750113579,12.66,27386192,0.46031678,4.59225416,63.59,52.748
Greece,GRC,2013,Europe,21787.7877636035,9.79,10967535,7.4504666,8.43796444,80.78,77.355
Grenada,GRD,2013,North America,7205.25476521885,0.59,113498,2.6148832,5.62652922,72.62,35.896
Guatemala,GTM,2013,North America,3522.76742900978,12.33,15387341,0.8326118,5.77188921,71.75,49.311
Guinea,GIN,2013,Africa,757.692272561928,5.25,11191874,0.1885711,3.46108699,59.13,34.545
Guinea-Bissau,GNB,2013,Africa,653.618532340544,4.63,1695978,0.14474717,7.03943443,56.92,41.31
Guyana,GUY,2013,South America,5576.25020582207,1.58,750021,2.5403023,3.80231309,66.24,26.4
Haiti,HTI,2013,North America,1452.31355887818,3.75,10222365,0.26473814,4.10524035,61.92,50.46
Honduras,HND,2013,North America,2064.55053629483,9.77,8889277,1.0535051,8.47723007,69.35,53.858
Hungary,HUN,2013,Europe,13715.0703590361,15.39,9889344,4.3973107,7.23,75.59,69.953
Iceland,ISL,2013,Europe,49804.9829978371,1.2,323891,10.769268,8.18,82.07,93.633
India,IND,2013,Asia,1438.05700503424,44.93,1295829506,1.53963,3.75,68.52,32.003
Indonesia,IDN,2013,Asia,3602.88551680629,10.36,255852466,1.911473,2.86934805,70.05,51.955
Iran,IRN,2013,Asia,6280.68186740814,12.02,80414688,7.5836763,5.54722023,77.2,72.295
Iraq,IRQ,2013,Asia,6612.90225210234,12.9,35281987,3.9978633,2.80868459,71.23,69.595
Ireland,IRL,2013,Europe,51496.9616850661,5.01,4624687,8.060853,10.27730751,80.71,62.141
Israel,ISR,2013,Asia,36941.8423573582,8.65,7749369,8.141993,6.96,81.92,92.031
Italy,ITA,2013,Europe,35560.0814062288,11.93,60653865,6.0915275,8.78,82.29,68.979
Jamaica,JAM,2013,North America,5143.72218263652,2.68,2783689,3.0507147,4.95443439,74.22,54.35
Japan,JPN,2013,Asia,40898.6478964744,11.78,127723641,10.297997,10.67,83.56,91.226
Jordan,JOR,2013,Asia,4477.61832070861,7.78,7991812,2.9803257,7.16592407,77.52,89.125
Kazakhstan,KAZ,2013,Asia,13890.6339694612,12.0,17556502,14.533928,2.66,70.68,57.046
Kenya,KEN,2013,Africa,1376.82920465019,9.92,44986794,0.29915392,4.93100405,63.12,24.794
Kiribati,KIR,2013,Oceania,1780.65702846669,0.16,113847,0.45056963,9.53,61.57,49.927
Kuwait,KWT,2013,Asia,47762.8566997928,17.86,3507754,24.036089,2.48789287,81.74,100.0
Kyrgyzstan,KGZ,2013,Asia,1282.43824753314,13.55,5797296,1.6790264,8.19,70.73,35.517
Laos,LAO,2013,Asia,1815.44023786192,32.7,6611385,0.6445184,2.39984965,65.97,31.872
Latvia,LVA,2013,Europe,15007.4918561719,9.57,2013004,3.6605759,5.41,74.13,67.925
Lebanon,LBN,2013,Asia,8255.20921055985,9.0,5743440,3.8589041,7.06795645,78.16,87.79
Lesotho,LSO,2013,Africa,1141.3609231718,13.52,2056508,1.134918,10.99592113,48.96,26.101
Liberia,LBR,2013,Africa,717.635753333907,7.02,4470245,0.1955743,7.09007835,61.38,48.985
Lithuania,LTU,2013,Europe,15729.6524666512,11.82,2958359,4.4551187,6.13,73.87,66.986
Luxembourg,LUX,2013,Europe,120000.140729859,11.06,543359,19.018114,5.24,81.88,89.574
Macedonia,MKD,2013,Europe,5626.26115664893,10.08,2013280,3.7199078,6.72,75.43,57.189
Madagascar,MDG,2013,Africa,526.688019635403,4.36,24109290,0.13243145,3.75156283,63.12,33.878
Malawi,MWI,2013,Africa,501.19717297875,11.07,16161817,0.07090026,8.22379494,60.55,15.966
Malaysia,MYS,2013,Asia,10727.6690215542,13.43,30174269,8.009178,3.51276922,74.72,72.93
Maldives,MDV,2013,Asia,8222.55803812328,2.39,400079,2.729141,8.16,76.3,37.685
Mali,MLI,2013,Africa,778.797052798816,3.07,17459621,0.15712792,3.96750712,59.38,38.398
Malta,MLT,2013,Europe,24769.5962287121,4.78,428457,5.670233,8.5,81.2,94.279
Mauritania,MRT,2013,Africa,1929.7756392353,1.47,3734324,0.5807892,2.86799884,69.22,49.306
Mauritius,MUS,2013,Africa,9764.64413060045,0.4,1290989,3.1503289,4.620821,73.8,41.222
Mexico,MEX,2013,North America,11317.4910604809,15.7,118343571,4.1862445,5.80923605,75.93,78.699
Micronesia,FSM,2013,Oceania,2920.70086272777,0.2,108133,1.2537153,12.10208416,65.16,22.355
Moldova,MDA,2013,Europe,3321.04397795719,14.5,3408741,1.4372926,8.68,71.32,42.527
Mongolia,MNG,2013,Asia,4422.30087600131,5.42,2851887,15.2453575,4.08932018,68.39,68.097
Montenegro,MNE,2013,Europe,7188.86361611271,8.23,633203,3.3966484,8.47,76.36,65.137
Morocco,MAR,2013,Africa,3377.6435546875,5.86,33787573,1.6753621,5.25540543,72.97,59.7
Mozambique,MOZ,2013,Africa,681.065114197441,8.44,25051613,0.14285164,6.12585449,54.24,33.36
Myanmar,MMR,2013,Asia,1189.96476478036,25.91,50262658,0.2531134,3.2,66.45,29.457
Namibia,NAM,2013,Africa,5463.03136620996,9.9,2252506,1.5937734,9.06448746,61.88,44.756
Nepal,NPL,2013,Asia,809.384453314378,41.38,27589997,0.22536574,4.63,69.98,17.815
Netherlands,NLD,2013,Europe,52198.8975607454,10.91,16967065,9.710435,10.58,81.12,89.187
New Zealand,NZL,2013,Oceania,42977.388040868,1.65,4453859,7.911772,9.36019325,81.36,86.221
Nicaragua,NIC,2013,North America,1794.77996471527,5.07,5983850,0.7696396,7.63869238,77.26,57.505
Niger,NER,2013,Africa,548.157848842165,4.01,18519898,0.11222313,4.46636009,59.23,16.208
Nigeria,NGA,2013,Africa,2976.75683168398,15.68,181049443,0.6774222,3.4206934,61.04,46.118
Norway,NOR,2013,Europe,103553.840134417,3.45,5080125,8.762776,8.87,81.43,80.286
Oman,OMN,2013,Asia,23563.9405992228,9.41,3833915,17.024878,2.5054009,73.92,78.882
Pakistan,PAK,2013,Asia,1259.66836828623,30.71,211073979,0.7194035,2.4017837,65.11,35.613
Panama,PAN,2013,North America,11932.2862205866,1.59,3825332,2.7483323,6.75967455,77.65,66.052
Papua New Guinea,PNG,2013,Oceania,2578.49864720758,1.73,8302700,0.54582435,2.99727893,65.48,12.978
Paraguay,PRY,2013,South America,6410.81470278733,6.76,5982446,0.86455387,6.0642848,75.04,60.197
Peru,PER,2013,South America,6697.18774707052,16.71,29817909,1.4428873,4.7487607,79.48,76.989
Philippines,PHL,2013,Asia,2847.56794274704,8.05,102076337,0.93576264,4.27,69.45,45.903
Poland,POL,2013,Europe,13558.3411314221,18.85,38259266,8.41436,6.48,76.87,60.529
Portugal,PRT,2013,Europe,21653.1959752225,6.62,10458286,4.6036406,9.4,80.53,62.352
Qatar,QAT,2013,Asia,97630.8255152088,20.58,2032650,40.738976,2.07620168,75.8,98.785
Republic of Congo,COG,2013,Africa,3719.6510360643,26.93,4857106,1.2127333,1.94347155,61.43,64.627
Romania,ROU,2013,Europe,9497.20647561211,14.36,20062914,3.9175677,5.22,75.0,53.937
Russia,RUS,2013,Europe,15941.4482421875,13.51,144604102,11.344335,5.08,70.7,73.863
Rwanda,RWA,2013,Africa,704.415555508211,21.53,11093340,0.07051753,6.77649164,66.28,16.947
Saint Lucia,LCA,2013,North America,9542.71357425779,0.92,173380,2.8106587,5.04967594,76.18,18.461
Saint Vincent and the Grenadines,VCT,2013,North America,7117.55476276649,0.61,108156,2.0326195,4.24191046,72.6,50.154
Samoa,WSM,2013,Oceania,3989.89859047662,0.19,198282,0.9793728,6.2147789,70.24,19.385
Sao Tome and Principe,STP,2013,Africa,1378.23019340903,9.41,193157,0.56907076,7.93743753,69.95,68.208
Saudi Arabia,SAU,2013,Asia,23945.511989974,11.67,28026826,20.823317,4.42293596,77.33,82.74
Senegal,SEN,2013,Africa,1391.5321896037,2.82,13710857,0.57273364,4.38573599,66.59,45.019
Serbia,SRB,2013,Europe,6755.07367461629,12.79,7276184,6.125342,9.31232452,75.23,55.469
Seychelles,SYC,2013,Africa,14821.2921476077,0.61,102108,4.054844,4.24818325,73.29,54.537
Sierra Leone,SLE,2013,Africa,706.452681507398,5.69,6714057,0.15607612,11.59017754,57.05,40.036
Singapore,SGP,2013,Asia,56967.4257940383,14.36,5385589,8.726994,3.68562651,82.37,100.0
Slovakia,SVK,2013,Europe,18276.0095516546,17.43,5410422,6.5841923,7.5,76.48,54.14
Slovenia,SVN,2013,Europe,23503.2824850255,12.71,2056452,7.356487,8.74,80.14,53.332
Solomon Islands,SLB,2013,Oceania,2208.0852835112,0.24,594952,0.62816495,4.57886171,64.85,21.433
South Africa,ZAF,2013,Africa,7441.23085399675,17.66,54678790,8.388016,8.10322285,62.08,63.793
South Korea,KOR,2013,Asia,27179.5170146052,26.15,50071168,12.673574,6.15069818,81.69,81.779
Spain,ESP,2013,Europe,29077.1820557563,6.89,46860393,5.3764324,9.06397724,82.48,79.133
Sri Lanka,LKA,2013,Asia,3643.83244664348,8.05,21358829,0.6793683,3.69,75.82,18.198
Sudan,SDN,2013,Africa,1195.42028808594,5.95,37785854,0.4598086,6.96487474,67.76,33.507
Suriname,SUR,2013,South America,9124.54109297075,1.25,569025,5.5311947,4.48738098,73.15,66.14
Swaziland,SWZ,2013,Africa,4111.12838248065,16.61,1129999,1.2386277,7.45703411,49.98,22.999
Sweden,SWE,2013,Europe,61126.9431963979,5.01,9600621,4.708208,10.9,81.64,85.936
Switzerland,CHE,2013,Europe,87304.3305813557,11.36,8091197,5.3356047,10.37922478,82.48,73.674
Tajikistan,TJK,2013,Asia,1038.32078940175,27.33,8216734,0.35377717,6.53,71.76,26.589
Tanzania,TZA,2013,Africa,954.658813476563,11.11,48824134,0.23089927,4.64643383,64.03,30.196
Thailand,THA,2013,Asia,6041.13394794203,33.19,69845115,3.7762628,3.45313334,76.54,46.193
Afghanistan,AFG,2014,Asia,626.512929086139,12.2,32792527,0.27707645,9.52887821,60.43,24.587
Albania,ALB,2014,Europe,4578.63320812155,9.35,2903748,2.0661745,6.43451118,78.01,56.423
Algeria,DZA,2014,Africa,6164.64469897525,6.05,39205035,3.8587592,6.54721403,75.93,70.221
Angola,AGO,2014,Africa,5011.9844274536,16.11,27160766,0.96059257,2.43412876,61.14,62.731
Antigua and Barbuda,ATG,2014,North America,15451.4952444039,0.42,88783,6.39672,5.87269926,75.59,25.175
Argentina,ARG,2014,South America,12334.7982453893,7.18,43024072,4.3788633,9.67129993,76.51,91.377
Armenia,ARM,2014,Asia,4017.22991449473,15.59,2922433,1.917619,10.18,74.2,63.112
Australia,AUS,2014,Oceania,62558.2438786332,2.55,23595599,16.64416,9.83354282,82.37,85.602
Austria,AUT,2014,Europe,51786.3771747905,15.4,8547812,7.5066957,10.37,81.24,57.526
Azerbaijan,AZE,2014,Asia,7890.84028062087,16.93,9631136,3.5663943,3.59,72.72,54.422
Bahamas,BHS,2014,North America,28201.556802208,1.66,382311,5.4052744,5.53944159,72.65,82.668
Bahrain,BHR,2014,Asia,25464.760097715,13.3,1312858,23.53623,4.41240263,75.64,88.915
Bangladesh,BGD,2014,Asia,1108.52251321179,58.19,157964931,0.42763633,2.27915168,72.78,33.535
Barbados,BRB,2014,North America,16980.0270637458,0.52,278355,4.965889,6.96651411,76.24,31.328
Belarus,BLR,2014,Europe,8341.29014337961,15.02,9472704,6.7191873,5.39,73.15,76.693
Belgium,BEL,2014,Europe,47764.0715120833,13.23,11210111,8.655899,10.60909367,80.94,97.833
Belize,BLZ,2014,North America,6031.54840210944,2.7,348935,1.344067,4.88208723,74.22,45.335
Benin,BEN,2014,Africa,1251.50476511083,9.99,11030008,0.43481383,2.69111967,62.37,45.166
Bhutan,BTN,2014,Asia,2793.93130333726,24.21,733151,1.8922364,3.55791116,72.91,37.918
Bolivia,BOL,2014,South America,3022.46288443562,10.28,10848889,1.8331732,5.89613628,71.65,68.047
Bosnia and Herzegovina,BIH,2014,Europe,5196.97008415107,12.1,3564831,5.4173074,9.49,77.18,46.84
Botswana,BWA,2014,Africa,6844.03324966349,13.39,2172052,3.1537752,5.8804059,61.38,66.368
Brazil,BRA,2014,South America,12071.4044637296,8.63,200085126,2.7883182,8.39644146,74.64,85.492
Brunei Darussalam,BRN,2014,Asia,41035.7771227892,7.24,416754,21.18994,1.91436803,76.66,76.332
Bulgaria,BGR,2014,Europe,7912.27484371138,11.88,7223451,6.264526,7.68,74.41,73.651
Burkina Faso,BFA,2014,Africa,767.371344051512,5.2,18229466,0.15710038,5.00027227,60.46,26.934
Burundi,BDI,2014,Africa,257.818557410131,18.91,10799790,0.032230258,7.21081543,62.32,11.776
Cambodia,KHM,2014,Asia,1098.07453750531,18.2,15396771,0.43509033,6.70157766,68.41,21.799
Cameroon,CMR,2014,Africa,1631.7139854966,12.4,22059894,0.3976225,3.78765464,58.44,53.976
Canada,CAN,2014,North America,50960.8431174661,6.42,35634265,15.896746,10.25765324,81.59,81.218
Cape Verde,CPV,2014,Africa,3739.27827890219,1.09,512334,0.9511608,5.32722235,74.87,63.81
Central African Republic,CAF,2014,Africa,394.856932975083,14.71,4623188,0.026945908,4.56557369,49.18,39.959
Chad,TCD,2014,Africa,1017.78776208855,4.39,14188681,0.15383953,4.27316904,57.46,22.372
Chile,CHL,2014,South America,14675.1508630779,12.65,17864191,4.3433175,7.84150124,79.94,87.303
China,CHN,2014,Asia,7636.07434020616,43.03,1387951973,7.19784,4.77790594,76.2,54.259
Colombia,COL,2014,South America,8167.47284156277,7.64,46565426,2.0203373,7.18553209,77.37,79.415
Comoros,COM,2014,Africa,1608.68787678758,1.96,711511,0.22658259,5.23849726,67.07,28.338
Costa Rica,CRI,2014,North America,10737.6788811529,4.61,4767126,1.6253628,7.66376162,80.48,75.941
Cote d'Ivoire,CIV,2014,Africa,2124.01942956841,7.76,24527392,0.40376183,3.7310183,60.07,49.014
Croatia,HRV,2014,Europe,14035.8597369389,13.16,4219485,4.1846795,6.61,78.06,55.923
Cuba,CUB,2014,North America,7117.53573456326,3.45,11285781,2.4251754,12.1412344,78.14,76.861
Cyprus,CYP,2014,Asia,27244.34375,9.35,1201807,5.784701,6.93,81.85,67.031
Czech Republic,CZE,2014,Europe,19890.9199056648,18.57,10517222,9.911937,7.61248875,78.68,73.384
Dem. Rep. Congo,COD,2014,Africa,472.266235725533,22.47,78403248,0.064614125,3.72520614,59.46,42.18
Denmark,DNK,2014,Europe,62548.9847332908,11.59,5643793,6.655955,10.31,80.51,87.41
Djibouti,DJI,2014,Africa,2239.11453821208,6.3,1002720,0.4128311,2.96726322,63.52,77.314
Dominican Republic,DOM,2014,North America,6533.67091082712,2.74,10315524,2.113379,4.79757166,73.26,77.67
Ecuador,ECU,2014,South America,6436.76103650622,7.3,16035126,2.727222,6.83199883,76.9,63.261
Egypt,EGY,2014,Africa,3196.86138078687,7.64,97528656,2.326489,4.77415323,70.46,42.839
El Salvador,SLV,2014,North America,3638.51765819162,6.98,6162953,0.9980857,8.5989418,73.86,68.874
Equatorial Guinea,GNQ,2014,Africa,16804.9249271976,13.76,1399829,5.4808073,1.75401485,61.53,70.083
Estonia,EST,2014,Europe,20261.0667303886,10.77,1314456,14.290286,6.36199903,77.1,68.269
Ethiopia,ETH,2014,Africa,557.534148360438,10.77,101115615,0.1154268,4.03365517,66.56,18.998
Fiji,FJI,2014,Oceania,5305.06440743199,0.19,917589,1.2857696,3.36860466,67.72,54.216
Finland,FIN,2014,Europe,50327.2402902632,8.76,5461686,8.719286,9.78,80.87,85.175
France,FRA,2014,Europe,43068.5487241739,11.19,64692495,5.0522456,11.53937244,82.25,79.394
Gabon,GAB,2014,Africa,9255.36803467635,18.19,1978402,3.219468,2.53282261,63.77,87.651
Gambia,GMB,2014,Africa,561.649634566263,3.47,2164533,0.23359863,3.05234575,63.58,58.528
Georgia,GEO,2014,Asia,4830.33486170249,13.47,3792921,2.3566766,7.9,72.72,57.067
Germany,DEU,2014,Europe,48023.8699845462,15.1,81376078,9.739702,11.02588272,80.76,77.19
Ghana,GHA,2014,Africa,1942.92184179852,9.99,28041591,0.47260037,4.01644135,63.96,53.419
Greece,GRC,2014,Europe,21616.7100094908,10.39,10893169,7.218808,7.89141178,80.84,77.702
Grenada,GRD,2014,North America,7726.37826175954,0.54,114148,2.086414,4.77353573,72.54,35.938
Guatemala,GTM,2014,North America,3779.62620518889,7.53,15681725,0.88173324,5.8885684,71.98,49.634
Guinea,GIN,2014,Africa,774.5690395852,4.56,11472921,0.18874218,4.787992,58.61,34.836
Guinea-Bissau,GNB,2014,Africa,651.204531740983,3.93,1741125,0.14941144,9.96897411,57.18,41.715
Guyana,GUY,2014,South America,5495.37707515986,1.21,754230,2.614615,3.94755435,66.55,26.414
Haiti,HTI,2014,North America,1454.64916032025,3.7,10373241,0.26073095,4.52035809,62.25,51.444
Honduras,HND,2014,North America,2164.42455009318,4.89,9063127,1.0461332,7.91455746,69.52,54.514
Hungary,HUN,2014,Europe,14294.2584180751,15.54,9862843,4.4245744,7.05,75.78,70.227
Iceland,ISL,2014,Europe,54576.7448146565,1.35,327516,10.518921,8.23,82.1,93.667
India,IND,2014,Asia,1559.86377864962,47.34,1312277184,1.6371113,3.62,68.92,32.384
Indonesia,IDN,2014,Asia,3476.62485441547,12.73,258877397,1.8846371,2.96433568,70.3,52.635
Iran,IRN,2014,Asia,5757.54333251596,11.36,81502045,7.9034915,6.35239553,77.3,72.83
Iraq,IRQ,2014,Asia,6215.98603314029,8.43,36550059,3.7488601,2.78786659,70.23,69.758
Ireland,IRL,2014,Europe,55752.7649838131,4.61,4658237,7.910754,9.51343918,81.05,62.34
Israel,ISR,2014,Asia,38259.6810956173,8.52,7897173,7.633407,7.05,81.38,92.104
Italy,ITA,2014,Europe,35565.7213771496,20.24,60664169,5.759583,8.87,82.61,69.272
Jamaica,JAM,2014,North America,4991.56151652962,2.42,2793756,2.755235,5.16564465,73.24,54.584
Japan,JPN,2014,Asia,38475.3952461838,11.81,127486600,9.913243,10.73,83.79,91.304
Jordan,JOR,2014,Asia,4255.89430213385,7.7,8791715,2.9458227,7.20892906,77.97,90.0
Kazakhstan,KAZ,2014,Asia,12807.2630452048,9.52,17816285,15.395447,2.97,71.48,57.118
Kenya,KEN,2014,Africa,1489.91972057277,9.81,46051441,0.31555018,4.91267347,63.64,25.221
Kiribati,KIR,2014,Oceania,1740.35605234457,0.16,115338,0.50828004,10.09,61.63,50.773
Kuwait,KWT,2014,Asia,43239.8826623799,11.37,3665769,20.85096,2.9159987,81.88,100.0
Kyrgyzstan,KGZ,2014,Asia,1279.77078445418,10.68,5898324,1.735474,7.36,70.9,35.635
Laos,LAO,2014,Asia,1984.50828271186,33.11,6703170,0.6638192,2.29845548,66.43,32.487
Latvia,LVA,2014,Europe,15742.3913381908,13.02,1994153,3.5966187,5.46,74.44,67.952
Lebanon,LBN,2014,Asia,7665.37969186256,9.09,6346993,3.7800622,7.52279758,78.23,87.947
Lesotho,LSO,2014,Africa,1165.05065002416,16.09,2080091,1.1889864,9.99930382,48.68,26.502
Liberia,LBR,2014,Africa,713.734882389203,5.52,4564301,0.16070938,8.77403069,58.11,49.397
Lithuania,LTU,2014,Europe,16551.018202078,14.92,2933172,4.3927965,6.19,74.5,67.108
Luxembourg,LUX,2014,Europe,123678.702143275,11.83,556285,17.64577,5.23,82.16,89.884
Macedonia,MKD,2014,Europe,5925.38592218015,11.28,1997842,3.6056025,6.29,75.26,57.284
Madagascar,MDG,2014,Africa,517.136183122584,3.85,24764357,0.12500143,4.46240282,63.23,34.534
Malawi,MWI,2014,Africa,534.126977149089,11.33,16621535,0.06261509,6.89776182,61.35,16.132
Malaysia,MYS,2014,Asia,11045.5801207599,14.2,30696133,7.983081,3.71036959,74.65,73.577
Maldives,MDV,2014,Asia,8872.12838570139,2.02,413623,3.1801326,7.91,76.81,38.106
Mali,MLI,2014,Africa,818.430341392215,3.14,18020267,0.1740068,4.48158312,59.78,39.196
Malta,MLT,2014,Europe,26753.2733830814,4.32,434494,5.5630226,9.09,81.45,94.347
Mauritania,MRT,2014,Africa,1715.38883792802,1.58,3848513,0.66685754,3.46724391,69.29,50.203
Mauritius,MUS,2014,Africa,10366.3550754936,0.4,1292006,3.2556133,5.38024664,74.01,41.111
Mexico,MEX,2014,North America,11490.0216914226,12.5,119784263,4.0409694,5.55340958,75.91,78.993
Micronesia,FSM,2014,Oceania,2928.44878191958,0.18,108407,1.2505466,11.72290421,65.27,22.399
Moldova,MDA,2014,Europe,3289.95758568777,14.02,3342714,1.4236383,8.63,71.11,42.496
Mongolia,MNG,2014,Asia,4211.93943552954,4.72,2913041,10.17017,4.20989752,68.96,68.163
Montenegro,MNE,2014,Europe,7387.87296917548,8.2,631376,3.336839,8.0,76.62,65.471
Morocco,MAR,2014,Africa,3430.53442382813,6.13,34204783,1.6715474,5.41626596,73.12,60.256
Mozambique,MOZ,2014,Africa,690.443218144276,7.82,25788474,0.3149504,6.33251858,55.03,33.878
Myanmar,MMR,2014,Asia,1283.1064921138,25.74,50681634,0.31272367,4.39,67.04,29.65
Namibia,NAM,2014,Africa,5544.10406844675,8.53,2312144,1.6175429,8.4089098,61.95,45.826
Nepal,NPL,2014,Asia,827.744708369804,46.73,27672373,0.27432898,5.08,70.19,18.182
Netherlands,NLD,2014,Europe,52900.537415323,14.01,17030087,9.239077,10.57,81.46,89.69
New Zealand,NZL,2014,Oceania,44578.2253868016,1.61,4522977,7.834458,9.40168381,81.19,86.281
Nicaragua,NIC,2014,North America,1913.52134831663,3.04,6066491,0.7821856,7.97716141,77.52,57.7
Niger,NER,2014,Africa,560.754475169279,4.04,19215917,0.1174162,4.45377159,59.45,16.219
Nigeria,NGA,2014,Africa,3200.95279935925,14.45,185896917,0.69541776,3.34840417,61.38,46.982
Norway,NOR,2014,Europe,97666.6951838749,5.29,5137397,8.751124,9.28,81.83,80.692
Oman,OMN,2014,Asia,23121.2063768559,7.73,4002445,16.467793,3.13740134,73.94,80.145
Pakistan,PAK,2014,Asia,1303.18536985282,30.74,214264649,0.7313629,2.45603824,65.39,35.819
Panama,PAN,2014,North America,12837.2479584282,1.61,3892101,2.7890878,7.16729832,77.77,66.371
Papua New Guinea,PNG,2014,Oceania,2742.25004998231,1.56,8523440,0.7181638,3.27119064,65.75,12.988
Paraguay,PRY,2014,South America,6629.41699277341,7.76,6069816,0.89924145,6.62719059,75.31,60.474
Peru,PER,2014,South America,6614.83081997934,15.6,30115826,1.6399467,4.96445227,80.0,77.173
Philippines,PHL,2014,Asia,2935.92859830401,8.34,103767129,0.9712527,3.7,69.8,46.093
Poland,POL,2014,Europe,14181.9486817352,19.83,38265113,8.090823,6.43,77.47,60.403
